Region,iso3,Country,City,Year,Annual.mean,Temporal coverage,note on converted PM10,"Annual mean, ug/m3",Temporal coverage,note on converted PM2.5,Number and type of monitoring stations,Reference for air quality,Database version (year),status
Europe (LMIC),ROU,Romania,Deva,2015,13,>75%,Measured,(9)-converted value,NA,Converted,2 Urban-Industrial,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Deva,2016,17,>75%,Measured,(12)-converted value,NA,Converted,1 Urban-Industrial,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Drobeta Turnu Severin,2013,(28)-converted value,NA,Converted,21,NA,Measured,-,"European Environment Agency, Air quality e-reporting database",2016,
Europe (LMIC),ROU,Romania,Drobeta-Turnu Severin,2013,(30)-converted value,NA,Converted,21,>75%,Measured,1 Urban-Industrial,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Firiza,2013,27,>75%,Measured,(19)-converted value,NA,Converted,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Firiza,2014,27,>75%,Measured,(19)-converted value,NA,Converted,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Firiza,2015,21,>75%,Measured,(15)-converted value,NA,Converted,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Firiza,2016,21,>75%,Measured,(14)-converted value,NA,Converted,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Focsani,2013,18,>75%,Measured,(13)-converted value,NA,Converted,1 Rural-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Galati,2013,19,>75%,Measured,8,>75%,Measured,"1 Urban-Background, 1 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Galati,2014,(11)-converted value,NA,Converted,8,>75%,Measured,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Giurgiu,2013,30,>75%,Measured,(21)-converted value,NA,Converted,1 Urban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Giurgiu,2014,22,>75%,Measured,(15)-converted value,NA,Converted,1 Urban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Giurgiu,2015,22,>75%,Measured,(15)-converted value,NA,Converted,1 Urban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Husi,2013,24,>75%,Measured,(17)-converted value,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Husi,2014,25,>75%,Measured,(18)-converted value,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Husi,2015,26,>75%,Measured,(18)-converted value,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Iasi,2013,33,>75%,Measured,19,>75%,Measured,"1 Rural-Regional-Background, 1 Urban-Background, 1 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Iasi,2014,22,>75%,Measured,22,>75%,Measured,"1 Rural-Regional-Background, 1 Urban-Background",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Iasi,2015,39,>75%,Measured,23,>75%,Measured,"1 Urban-Background, 1 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Iasi,2016,(29)-converted value,NA,Converted,20,>75%,Measured,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Isaccea,2013,18,>75%,Measured,(13)-converted value,NA,Converted,1 Suburban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Magurele,2013,31,>75%,Measured,(22)-converted value,NA,Converted,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Magurele,2015,28,>75%,Measured,(19)-converted value,NA,Converted,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Magurele,2016,31,>75%,Measured,(21)-converted value,NA,Converted,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Mangalia,2013,24,>75%,Measured,(16)-converted value,NA,Converted,1 Urban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Mangalia,2014,21,>75%,Measured,(15)-converted value,NA,Converted,1 Urban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Mangalia,2015,23,>75%,Measured,(16)-converted value,NA,Converted,1 Urban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Medias,2013,26,>75%,Measured,(18)-converted value,NA,Converted,1 Urban-Industrial,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Miercurea Ciuc,2013,16,>75%,Measured,27,>75%,Measured,1 Rural-Regional-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Miercurea Ciuc,2014,18,>75%,Measured,18,>75%,Measured,1 Rural-Regional-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Miercurea Ciuc,2015,18,>75%,Measured,(13)-converted value,NA,Converted,1 Rural-Regional-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Moldova Noua,2013,19,NA,Measured,(14)-converted value,NA,Converted,"1 station, traffic, urban","European Environment Agency, Air quality e-reporting database",2016,
Europe (LMIC),ROU,Romania,Moldova Veche,2013,19,>75%,Measured,(13)-converted value,NA,Converted,1 Urban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Moldova Veche,2015,29,>75%,Measured,(20)-converted value,NA,Converted,1 Urban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Moldova Veche,2016,25,>75%,Measured,(17)-converted value,NA,Converted,1 Urban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Nadlac,2013,22,>75%,Measured,(15)-converted value,NA,Converted,1 Suburban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Nadlac,2015,28,>75%,Measured,(20)-converted value,NA,Converted,1 Suburban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Nadlac,2016,25,>75%,Measured,(17)-converted value,NA,Converted,1 Suburban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Navodari,2014,19,>75%,Measured,(13)-converted value,NA,Converted,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Oradea,2013,21,>75%,Measured,(15)-converted value,NA,Converted,1 Urban-Industrial,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Oradea,2014,21,>75%,Measured,(14)-converted value,NA,Converted,1 Urban-Industrial,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Otelu Rosu,2014,12,>75%,Measured,(8)-converted value,NA,Converted,1 Urban-Industrial,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Otelu Rosu,2015,11,>75%,Measured,(8)-converted value,NA,Converted,1 Urban-Industrial,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Otelu Rosu,2016,12,>75%,Measured,(8)-converted value,NA,Converted,1 Urban-Industrial,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Piatra Neamt,2013,22,>75%,Measured,(16)-converted value,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Piatra Neamt,2014,24,>75%,Measured,(17)-converted value,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Pietroasa,2013,12,>75%,Measured,(8)-converted value,NA,Converted,1 Urban-Industrial,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Pitesti,2013,18,>75%,Measured,14,>75%,Measured,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Pitesti,2014,(19)-converted value,NA,Converted,13,>75%,Measured,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Pitesti,2015,23,>75%,Measured,(16)-converted value,NA,Converted,"1 Urban-Background, 1 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Pitesti,2016,34,>75%,Measured,(24)-converted value,NA,Converted,1 Urban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Ploiesti,2013,31,>75%,Measured,18,>75%,Measured,"1 Urban-Background, 1 Urban-Industrial, 2 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Ploiesti,2014,32,>75%,Measured,18,>75%,Measured,"1 Urban-Background, 2 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Ploiesti,2015,35,>75%,Measured,17,>75%,Measured,"1 Urban-Background, 1 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Ploiesti,2016,29,>75%,Measured,18,>75%,Measured,"1 Urban-Background, 1 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Ramnicu Valcea,2014,26,>75%,Measured,(18)-converted value,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Resita,2014,12,>75%,Measured,(8)-converted value,NA,Converted,1 Urban-Industrial,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Resita,2015,17,>75%,Measured,(12)-converted value,NA,Converted,1 Urban-Industrial,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Resita,2016,17,>75%,Measured,(12)-converted value,NA,Converted,1 Urban-Industrial,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Rosia Jiu,2013,39,>75%,Measured,(27)-converted value,NA,Converted,1 Urban-Industrial,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Rosia Jiu,2014,34,>75%,Measured,(24)-converted value,NA,Converted,1 Urban-Industrial,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Rovinari,2013,39,NA,Measured,(29)-converted value,NA,Converted,"1 station, industrial, urban","European Environment Agency, Air quality e-reporting database",2016,
Europe (LMIC),ROU,Romania,Sanpetru,2013,18,>75%,Measured,(12)-converted value,NA,Converted,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Sanpetru,2015,19,>75%,Measured,(13)-converted value,NA,Converted,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Sanpetru,2016,21,>75%,Measured,(15)-converted value,NA,Converted,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Satu Mare,2013,(23)-converted value,NA,Converted,16,>75%,Measured,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Satu Mare,2014,28,>75%,Measured,(19)-converted value,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Satu Mare,2015,19,>75%,Measured,(13)-converted value,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Satu Mare,2016,13,>75%,Measured,(9)-converted value,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Sibiu,2014,21,>75%,Measured,(15)-converted value,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Sibiu,2015,20,>75%,Measured,(14)-converted value,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Sibiu,2016,22,>75%,Measured,13,>75%,Measured,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Siret,2013,25,>75%,Measured,(17)-converted value,NA,Converted,1 Urban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Siret,2014,23,>75%,Measured,(16)-converted value,NA,Converted,1 Urban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Siret,2015,27,>75%,Measured,(19)-converted value,NA,Converted,1 Urban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Slatina,2013,25,>75%,Measured,(17)-converted value,NA,Converted,1 Urban-Industrial,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Slatina,2014,25,>75%,Measured,(17)-converted value,NA,Converted,1 Urban-Industrial,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Slatina,2015,28,>75%,Measured,(19)-converted value,NA,Converted,1 Urban-Industrial,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Slatina,2016,26,>75%,Measured,(18)-converted value,NA,Converted,1 Urban-Industrial,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Suceava,2013,28,>75%,Measured,(19)-converted value,NA,Converted,"1 Urban-Background, 1 Urban-Industrial",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Suceava,2014,27,>75%,Measured,(19)-converted value,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Suceava,2015,26,>75%,Measured,(18)-converted value,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Suceava,2016,21,>75%,Measured,(15)-converted value,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Targu Jiu,2016,25,>75%,Measured,(18)-converted value,NA,Converted,1 Urban-Industrial,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Timisoara,2013,30,>75%,Measured,12,>75%,Measured,"1 Urban-Background, 1 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Timisoara,2014,(14)-converted value,NA,Converted,10,>75%,Measured,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Timisoara,2015,(16)-converted value,NA,Converted,11,>75%,Measured,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Tomesti,2013,31,>75%,Measured,(22)-converted value,NA,Converted,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Tomesti,2014,32,>75%,Measured,(22)-converted value,NA,Converted,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Tomesti,2015,32,>75%,Measured,(22)-converted value,NA,Converted,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Tomesti,2016,29,>75%,Measured,(20)-converted value,NA,Converted,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Tulcea,2013,26,>75%,Measured,(18)-converted value,NA,Converted,1 Urban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Turceni,2013,26,>75%,Measured,(18)-converted value,NA,Converted,1 Urban-Industrial,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Turceni,2014,22,>75%,Measured,(15)-converted value,NA,Converted,1 Urban-Industrial,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Udeni-Zavoi,2015,21,>75%,Measured,(14)-converted value,NA,Converted,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Ungheni,2013,26,NA,Measured,(19)-converted value,NA,Converted,"1 station, background, urban","European Environment Agency, Air quality e-reporting database",2016,
Europe (LMIC),ROU,Romania,Urziceni,2016,27,>75%,Measured,(19)-converted value,NA,Converted,1 Urban-Industrial,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Vulcan,2013,13,>75%,Measured,(9)-converted value,NA,Converted,1 Urban-Industrial,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Vulcan,2014,14,>75%,Measured,(10)-converted value,NA,Converted,1 Urban-Industrial,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Zalau,2014,23,>75%,Measured,(16)-converted value,NA,Converted,1 Urban-Industrial,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Zalau,2015,26,>75%,Measured,(18)-converted value,NA,Converted,1 Urban-Industrial,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
